Scheme Code,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,AMC Name
119512,INF209K01UV1,INF209KA1LM3,Aditya Birla Sun Life Money Manager Fund - Direct - weekly IDCW,100.1516,Aditya Birla Sun Life Mutual Fund
101976,INF209K01RV7,-,Aditya Birla Sun Life Money Manager Fund - Growth,359.756,Aditya Birla Sun Life Mutual Fund
119511,INF209K01UU3,-,Aditya Birla Sun Life Money Manager Fund - Growth - Direct Plan,364.2726,Aditya Birla Sun Life Mutual Fund
101972,-,INF209K01JZ5,Aditya Birla Sun Life Money Manager Fund - Retail - Daily IDCW,100.015,Aditya Birla Sun Life Mutual Fund
101970,-,INF209K01JY8,Aditya Birla Sun Life Money Manager Fund - RETAIL - WEEKLY IDCW,103.8282,Aditya Birla Sun Life Mutual Fund
101971,INF209K01MJ3,-,Aditya Birla Sun Life Money Manager Fund - Retail Growth,443.4091,Aditya Birla Sun Life Mutual Fund
101974,-,INF209K01SY9,Aditya Birla Sun Life Money Manager Fund - WEEKLY IDCW,100.1504,Aditya Birla Sun Life Mutual Fund
147576,INF846K01Q96,INF846K01Q88,Axis Money Market Fund - Direct Plan - Annual IDCW,1264.8003,Axis Mutual Fund
147571,-,INF846K01Q70,Axis Money Market Fund - Direct Plan - Daily IDCW,1005.6131,Axis Mutual Fund
147567,INF846K01Q62,-,Axis Money Market Fund - Direct Plan - Growth Option,1402.6113,Axis Mutual Fund
147572,INF846K01R12,INF846K01R04,Axis Money Market Fund - Direct Plan - Monthly IDCW,1013.4811,Axis Mutual Fund
147573,INF846K01R38,INF846K01R20,Axis Money Market Fund - Direct Plan - Quarterly IDCW,1144.2544,Axis Mutual Fund
147575,INF846K01R79,INF846K01R61,Axis Money Market Fund - Regular Plan - Annual IDCW,1253.3623,Axis Mutual Fund
147577,-,INF846K01R53,Axis Money Market Fund - Regular Plan - Daily IDCW,1005.6127,Axis Mutual Fund
147568,INF846K01R46,-,Axis Money Market Fund - Regular Plan - Growth Option,1390.6905,Axis Mutual Fund
147578,INF846K01R95,INF846K01R87,Axis Money Market Fund - Regular Plan - Monthly IDCW,1011.4523,Axis Mutual Fund
147574,INF846K01S11,INF846K01S03,Axis Money Market Fund - Regular Plan - Quarterly IDCW,1132.5168,Axis Mutual Fund
151889,INF0QA701334,-,Bajaj Finserv Money Market Fund-Direct Plan-Growth,1127.4141,Bajaj Finserv Mutual Fund
151890,INF0QA701391,INF0QA701375,Bajaj Finserv Money Market Fund-Direct Plan-IDCW,1127.4141,Bajaj Finserv Mutual Fund
151894,INF0QA701433,INF0QA701425,Bajaj Finserv Money Market Fund-Direct Plan-Monthly-IDCW,1036.5541,Bajaj Finserv Mutual Fund
151893,INF0QA701441,-,Bajaj Finserv Money Market Fund-Regular Plan-Growth,1117.4611,Bajaj Finserv Mutual Fund
151891,INF0QA701466,INF0QA701458,Bajaj Finserv Money Market Fund-Regular Plan-IDCW,1117.4611,Bajaj Finserv Mutual Fund
151892,INF0QA701482,INF0QA701474,Bajaj Finserv Money Market Fund-Regular Plan-Monthly-IDCW,1041.3184,Bajaj Finserv Mutual Fund
108757,INF194K01LO9,INF194K01LN1,BANDHAN Money Manager Fund - Regular Plan - Monthly IDCW,10.3022,Unknown AMC
108756,INF194K01LJ9,-,BANDHAN Money Manager Fund - Regular Plan - Growth,39.1897,Unknown AMC
108650,INF194K01LL5,INF194K01LK7,BANDHAN Money Manager Fund - Regular Plan - Daily IDCW,10.0994,Unknown AMC
131389,INF194KA1TG5,INF194KA1TH3,BANDHAN Money Manager Fund - Regular Plan - Periodic IDCW,12.8528,Unknown AMC
108701,INF194K01LR2,INF194K01LQ4,BANDHAN Money Manager Fund - Regular Plan - Weekly IDCW,10.1277,Unknown AMC
118383,-,INF194K01M98,BANDHAN Money Manager Fund -Direct Plan-Daily IDCW,10.0994,Unknown AMC
118384,INF194K01M80,-,BANDHAN Money Manager Fund -Direct Plan-Growth,42.3986,Unknown AMC
118385,INF194K01N22,INF194K01N14,BANDHAN Money Manager Fund -Direct Plan-Monthly IDCW,10.2394,Unknown AMC
131388,INF194KA1TJ9,INF194KA1TK7,BANDHAN Money Manager Fund -Direct Plan-Periodic IDCW,15.5432,Unknown AMC
118386,-,INF194K01N48,BANDHAN Money Manager Fund -Direct Plan-Weekly IDCW,10.1053,Unknown AMC
153294,INF761K01GO5,-,Bank of India Money Market Fund - Direct - Growth,10.0413,Bank of India Mutual Fund
153295,INF761K01GR8,INF761K01GX6,Bank of India Money Market Fund - Direct - Monthly IDCW,10.0413,Bank of India Mutual Fund
153298,-,INF761K01GT4,Bank of India Money Market Fund - Regular - Daily IDCW,10.0385,Bank of India Mutual Fund
153293,INF761K01GS6,-,Bank of India Money Market Fund - Regular - Growth,10.0385,Bank of India Mutual Fund
153299,INF761K01GW8,INF761K01GV0,Bank of India Money Market Fund - Regular - Monthly IDCW,10.0385,Bank of India Mutual Fund
153301,-,INF761K01GU2,Bank of India Money Market Fund - Regular - Weekly IDCW,10.0386,Bank of India Mutual Fund
147373,INF955L01IG3,-,Baroda BNP Paribas Money Market Fund - Direct Plan - Monthly IDCW,1036.8484,Baroda BNP Paribas Mutual Fund
147378,-,INF955L01IE8,Baroda BNP Paribas Money Market Fund - Direct Plan-Daily IDCW,1000.0,Baroda BNP Paribas Mutual Fund
147376,INF955L01IB4,-,Baroda BNP Paribas Money Market Fund - Regular Plan - Monthly IDCW,1019.9066,Baroda BNP Paribas Mutual Fund
147379,-,INF955L01IF5,Baroda BNP Paribas Money Market Fund -Direct Plan - Weekly IDCW,1001.4708,Baroda BNP Paribas Mutual Fund
147377,INF955L01ID0,-,Baroda BNP Paribas Money Market Fund- Direct Plan - Growth,1358.9782,Baroda BNP Paribas Mutual Fund
147382,INF955L01HY8,-,Baroda BNP Paribas Money Market Fund-Regular Plan - Growth,1340.4464,Baroda BNP Paribas Mutual Fund
147380,-,INF955L01HZ5,Baroda BNP Paribas Money Market Fund-Regular Plan- Daily IDCW,1005.9752,Baroda BNP Paribas Mutual Fund
147381,-,INF955L01IA6,Baroda BNP Paribas Money Market Fund-Regular Plan-Weekly IDCW,1001.4884,Baroda BNP Paribas Mutual Fund
123288,-,INF740KA1PB3,DSP Savings Fund - Direct Plan -  IDCW - Daily,10.1527,DSP Mutual Fund
119106,INF740K01NU2,-,DSP Savings Fund - Direct Plan - Growth,52.7878,DSP Mutual Fund
119108,INF740K01NV0,INF740K01NX6,DSP Savings Fund - Direct Plan - IDCW,12.5344,DSP Mutual Fund
119107,INF740K01NT4,INF740K01NW8,DSP Savings Fund - Direct Plan - IDCW - Monthly,11.0102,DSP Mutual Fund
100087,INF740K01714,-,DSP Savings Fund - Regular Plan - Growth,51.264,DSP Mutual Fund
100088,INF740K01706,INF740K01AJ2,DSP Savings Fund - Regular Plan - IDCW,12.4909,DSP Mutual Fund
123287,-,INF740KA1PC1,DSP Savings Fund - Regular Plan - IDCW - Daily,10.1021,DSP Mutual Fund
100089,INF740K01722,INF740K01AK0,DSP Savings Fund - Regular Plan - IDCW - Monthly,10.9769,DSP Mutual Fund
140236,INF843K01CI2,INF843K01CH4,Edelweiss Money Market Fund - Direct Plan - Annual - IDCW Option,30.447,Edelweiss Mutual Fund
140237,INF843K01CE1,-,Edelweiss Money Market Fund - Direct Plan - Growth Option,30.451,Edelweiss Mutual Fund
140235,INF843K01CF8,INF843K01CG6,Edelweiss Money Market Fund - Direct Plan - IDCW Option,28.3967,Edelweiss Mutual Fund
140230,INF843K01377,-,Edelweiss Money Market Fund - Institutional Plan - Growth Option,23.6951,Edelweiss Mutual Fund
140233,INF843K01922,INF843K01914,Edelweiss Money Market Fund - Regular Plan - Annual - IDCW Option,27.4613,Edelweiss Mutual Fund
140229,INF843K01344,-,Edelweiss Money Market Fund - Regular Plan - Growth Option,27.6901,Edelweiss Mutual Fund
140232,INF843K01351,INF843K01369,Edelweiss Money Market Fund - Regular Plan - IDCW Option,26.0479,Edelweiss Mutual Fund
118506,INF090I01GV8,-,Franklin India Money Market Fund - Direct - Growth,50.3378,Unknown AMC
152200,INF090I01WV5,INF090I01WW3,Franklin India Money Market Fund - DP - Wkly IDCW R,10.0243,Unknown AMC
101357,INF090I01CA1,-,Franklin India Money Market Fund - Growth Option,48.7443,Unknown AMC
101359,INF090I01BW7,INF090I01BV9,Franklin India Money Market Fund - Institutional Option - Dividend,0.0,Unknown AMC
101358,INF090I01BX5,-,Franklin India Money Market Fund - Institutional Option - Growth,0.0,Unknown AMC
122443,-,INF090I01KM9,Franklin India Money Market Fund Retail Option - Daily - IDCW,10.0452,Unknown AMC
122444,-,INF090I01KN7,Franklin India Money Market Fund Retail Option - Direct - Daily - IDCW,10.0567,Unknown AMC
129437,INF090I01LC8,INF090I01LD6,Franklin India Money Market Fund Retail Option - Direct - Monthly - IDCW,10.8588,Unknown AMC
118505,INF090I01GT2,INF090I01GU0,Franklin India Money Market Fund Retail Option - Direct - Quarterly - IDCW,11.5519,Unknown AMC
129436,INF090I01LA2,INF090I01LB0,Franklin India Money Market Fund Retail Option - Monthly - IDCW,10.4427,Unknown AMC
101356,INF090I01BZ0,INF090I01BY3,Franklin India Money Market Fund Retail Option - Quarterly - IDCW,11.0221,Unknown AMC
152199,INF090I01WT9,INF090I01WU7,Franklin India Money Market Fund Wkly IDCW R,10.0195,Unknown AMC
101994,-,INF179KB1IG6,HDFC Money Market Fund - Daily IDCW Option,1063.64,HDFC Mutual Fund
119093,-,INF179KB1HZ8,HDFC Money Market Fund - Daily IDCW Option - Direct Plan,1063.64,HDFC Mutual Fund
101993,INF179KB1HR5,-,HDFC Money Market Fund - Growth Option,5556.2393,HDFC Mutual Fund
119092,INF179KB1HU9,-,HDFC Money Market Fund - Growth Option - Direct Plan,5662.8036,HDFC Mutual Fund
101995,INF179KB1IH4,INF179KB1II2,HDFC Money Market Fund - Weekly IDCW Option,1064.0655,HDFC Mutual Fund
119094,INF179KB1IA9,INF179KB1IB7,HDFC Money Market Fund - Weekly IDCW Option -Direct Plan,1064.1024,HDFC Mutual Fund
151055,-,INF917K01FD8,HSBC Money Market Fund - Direct Daily IDCW,10.8591,HSBC Mutual Fund
151054,INF917K01FE6,-,HSBC Money Market Fund - Direct Growth,26.9002,HSBC Mutual Fund
151052,INF917K01E86,INF917K01FF3,HSBC Money Market Fund - Direct Monthly IDCW,12.2619,HSBC Mutual Fund
151053,-,INF917K01FH9,HSBC Money Market Fund - Direct Weekly IDCW,13.1969,HSBC Mutual Fund
151049,-,INF917K01AY5,HSBC Money Market Fund - Regular Daily IDCW,10.8591,HSBC Mutual Fund
151048,INF917K01BC9,-,HSBC Money Market Fund - Regular Growth,25.6686,HSBC Mutual Fund
151051,INF917K01BB1,INF917K01BA3,HSBC Money Market Fund - Regular Monthly IDCW,11.6068,HSBC Mutual Fund
151050,-,INF917K01AZ2,HSBC Money Market Fund - Regular Weekly IDCW,13.1095,HSBC Mutual Fund
130946,INF109KA1H85,-,ICICI Prudential Money Market Fund - Direct Plan Bonus,151.2089,ICICI Prudential Mutual Fund
130945,INF109KA1H93,-,ICICI Prudential Money Market Fund -Bonus,118.0134,ICICI Prudential Mutual Fund
115328,INF109K01I72,-,ICICI Prudential Money Market Fund Dividend,100.0952,ICICI Prudential Mutual Fund
120209,-,INF109K01R22,ICICI Prudential Money Market Fund Option - Direct Plan -  Daily IDCW,100.1435,ICICI Prudential Mutual Fund
120210,INF109K01R55,-,ICICI Prudential Money Market Fund Option - Direct Plan -  Fortnightly IDCW,101.3351,ICICI Prudential Mutual Fund
120211,INF109K01R14,-,ICICI Prudential Money Market Fund Option - Direct Plan -  Growth,373.0895,ICICI Prudential Mutual Fund
120216,INF109K01R30,-,ICICI Prudential Money Market Fund Option - Direct Plan -  IDCW Others,170.9476,ICICI Prudential Mutual Fund
120213,INF109K01R63,INF109K01R71,ICICI Prudential Money Market Fund Option - Direct Plan -  Monthly IDCW,101.0456,ICICI Prudential Mutual Fund
120212,INF109K01R89,-,ICICI Prudential Money Market Fund Option - Direct Plan -  Weekly IDCW,100.9159,ICICI Prudential Mutual Fund
101221,INF109K01TW3,-,ICICI Prudential Money Market Fund Retail Growth (erstwhile Cash Option),306.6704,ICICI Prudential Mutual Fund
103634,INF109K01TY9,-,ICICI Prudential Money Market Fund Option - Daily IDCW,100.1295,ICICI Prudential Mutual Fund
103633,INF109K01TX1,-,ICICI Prudential Money Market Fund Option - Growth,368.7575,ICICI Prudential Mutual Fund
130013,INF109K01I64,-,ICICI Prudential Money Market Fund Option - IDCW Others,169.3642,ICICI Prudential Mutual Fund
103637,INF109K01UC3,INF109K01UB5,ICICI Prudential Money Market Fund Option - Monthly IDCW,100.8819,ICICI Prudential Mutual Fund
103635,INF109K01TZ6,-,ICICI Prudential Money Market Fund Option - Weekly IDCW,100.851,ICICI Prudential Mutual Fund
103636,INF109K01UA7,-,ICICI Prudential Money Market Fund Option -Fortnightly IDCW,100.6605,ICICI Prudential Mutual Fund
115515,-,INF205K01RU7,Invesco India Money Market Fund - Daily IDCW (Reinvestment),1000.29,Invesco Mutual Fund
120506,-,INF205K01RV5,Invesco India Money Market Fund - Direct Plan - Daily IDCW (Reinvestment),1006.6134,Invesco Mutual Fund
120508,INF205K01RW3,INF205K01RX1,Invesco India Money Market Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),2743.1809,Invesco Mutual Fund
120507,INF205K01RY9,-,Invesco India Money Market Fund - Direct Plan - Growth,3062.1412,Invesco Mutual Fund
120509,INF205K01RZ6,INF205K01SA7,Invesco India Money Market Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1116.7158,Invesco Mutual Fund
152581,INF205KA1858,INF205KA1866,Invesco India Money Market Fund - Direct Plan - Weekly IDCW (Payout / Reinvestment),1001.8605,Invesco Mutual Fund
116653,INF205K01SB5,INF205K01SC3,Invesco India Money Market Fund - Discretionary IDCW (Payout / Reinvestment),2966.2883,Invesco Mutual Fund
112123,INF205K01SD1,-,Invesco India Money Market Fund - Growth,2963.1356,Invesco Mutual Fund
112125,INF205K01SE9,INF205K01SF6,Invesco India Money Market Fund - Monthly IDCW (Payout / Reinvestment),1022.8195,Invesco Mutual Fund
112120,INF205K01SG4,-,Invesco India Money Market Fund - Regular - Growth,2627.1533,Invesco Mutual Fund
112122,INF205K01SH2,INF205K01SI0,Invesco India Money Market Fund - Regular - Monthly IDCW (Payout / Reinvestment),1395.3574,Invesco Mutual Fund
116488,-,INF205K01UW7,Invesco India Money Market Fund - Regular Plan - Daily IDCW (Reinvestment),1002.85,Invesco Mutual Fund
152580,INF205KA1833,INF205KA1841,Invesco India Money Market Fund - Weekly IDCW (Payout / Reinvestment),1001.6873,Invesco Mutual Fund
143602,-,INF192K01DR3,JM Money Market Fund (Direct) - Fortnightly Dividend Option,10.3279,Unknown AMC
143597,INF192K01DS1,-,JM Money Market Fund (Direct) - Growth,28.7506,Unknown AMC
143599,-,INF192K01DQ5,JM Money Market Fund (Direct) - Weekly Dividend,10.6743,Unknown AMC
143592,INF192K01FH9,-,JM Money Market Fund (Direct) Bonus Option - Principal Units,15.9606,Unknown AMC
143595,-,INF192K01DP7,JM Money Market Fund (Direct)- Daily Dividend Option,10.0508,Unknown AMC
143601,INF192K01FF3,-,JM Money Market Fund - Bonus Option - Principal Units,15.7555,Unknown AMC
143594,-,INF192K01AR9,JM Money Market Fund - Daily Dividend,10.0418,Unknown AMC
143596,-,INF192K01AT5,JM Money Market Fund - Fortnighly Dividend,10.311,Unknown AMC
143598,INF192K01AU3,-,JM Money Market Fund - Growth,28.2812,Unknown AMC
143600,-,INF192K01AS7,JM Money Market Fund - Weekly Dividend,10.6454,Unknown AMC
101893,INF174K01NA6,-,Kotak Money Market Fund - (Growth),4365.4587,Unknown AMC
119746,INF174K01MW2,-,Kotak Money Market Fund - (Growth) - Direct,4404.0383,Unknown AMC
101892,INF174K018O0,INF174K01NB4,Kotak Money market Fund - (Monthly Payout of Income Distribution cum capital withdrawal option),1053.166,Unknown AMC
119747,INF174K019O8,INF174K01MX0,Kotak Money Market Fund - (Monthly Payout of Income Distribution cum capital withdrawal option) - Direct,1198.9732,Unknown AMC
150392,INF767K01RE0,-,LIC MF Money Market Fund-Direct Plan-Growth,1171.6969,LIC Mutual Fund
150391,INF767K01RF7,INF767K01RG5,LIC MF Money Market Fund-Direct Plan-IDCW,1171.6968,LIC Mutual Fund
150393,INF767K01RB6,-,LIC MF Money Market Fund-Regular Plan-Growth,1158.7542,LIC Mutual Fund
150394,INF767K01RC4,INF767K01RD2,LIC MF Money Market Fund-Regular Plan-IDCW,1158.7542,LIC Mutual Fund
149112,INF769K01HN8,-,Mirae Asset Money Market Fund Direct Growth,1241.1764,Mirae Asset Mutual Fund
149113,INF769K01HM0,INF769K01HO6,Mirae Asset Money Market Fund Direct IDCW,1239.1296,Mirae Asset Mutual Fund
149115,INF769K01HK4,-,Mirae Asset Money Market Fund Regular Growth,1225.2898,Mirae Asset Mutual Fund
149114,INF769K01HJ6,INF769K01HL2,Mirae Asset Money Market Fund Regular IDCW,1225.2631,Mirae Asset Mutual Fund
103050,-,INF204K01UY6,NIPPON INDIA MONEY MARKET FUND - DAILY IDCW Option,1004.4291,Unknown AMC
118718,-,INF204K01ZN8,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - DAILY IDCW Option,1004.3364,Unknown AMC
118720,INF204K01ZQ1,INF204K01ZR9,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - MONTHLY IDCW Option,1024.7588,Unknown AMC
118716,INF204K01ZS7,INF204K01ZT5,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - QUARTERLY IDCW Option,1022.6217,Unknown AMC
118717,-,INF204K01ZO6,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - WEEKLY IDCW Option,1005.5585,Unknown AMC
118715,INF204K01G11,-,Nippon India Money Market Fund - Direct Plan Growth Plan - Bonus Option,2400.9977,Nippon India Mutual Fund
118719,INF204K01ZP3,-,Nippon India Money Market Fund - Direct Plan Growth Plan - Growth Option,4083.1947,Nippon India Mutual Fund
103052,INF204K01VB2,INF204K01VC0,NIPPON INDIA MONEY MARKET FUND - MONTHLY IDCW Option,1024.4616,Unknown AMC
112341,INF204K01VD8,INF204K01VE6,NIPPON INDIA MONEY MARKET FUND - QUARTERLY IDCW Option,1022.4009,Unknown AMC
103051,-,INF204K01UZ3,NIPPON INDIA MONEY MARKET FUND - WEEKLY IDCW Option,1005.5637,Unknown AMC
103049,INF204K01UX8,-,Nippon India Money Market Fund-Growth Plan-Bonus Option,1713.3216,Nippon India Mutual Fund
103048,INF204K01VA4,-,Nippon India Money Market Fund-Growth Plan-Growth Option,4033.3735,Nippon India Mutual Fund
148162,-,INF663L01U16,PGIM India Money Market Fund - Direct Plan - Daily Dividend Option,1006.0804,PGIM India Mutual Fund
148161,INF663L01T84,-,PGIM India Money Market Fund - Direct Plan - Growth Option,1328.3662,PGIM India Mutual Fund
148163,INF663L01T92,-,PGIM India Money Market Fund - Direct Plan - Monthly Dividend Option,1066.5508,PGIM India Mutual Fund
148164,-,INF663L01U08,PGIM India Money Market Fund - Direct Plan - Weekly Dividend Option,1000.8716,PGIM India Mutual Fund
148160,-,INF663L01U57,PGIM India Money Market Fund - Regular Plan - Daily Dividend Option,1006.0777,PGIM India Mutual Fund
148159,INF663L01U24,-,PGIM India Money Market Fund - Regular Plan - Growth Option,1290.7536,PGIM India Mutual Fund
148157,INF663L01U32,-,PGIM India Money Market Fund - Regular Plan - Monthly Dividend Option,1057.2275,PGIM India Mutual Fund
148158,-,INF663L01U40,PGIM India Money Market Fund - Regular Plan - Weekly Dividend Option,1001.8264,PGIM India Mutual Fund
152111,-,-,PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Annual IDCW option,0.0,PGIM India Mutual Fund
152114,-,-,PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,0.0,PGIM India Mutual Fund
152112,-,-,PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Monthly IDCW Option,0.0,PGIM India Mutual Fund
152113,-,-,PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Quarterly IDCW option,0.0,PGIM India Mutual Fund
152120,-,-,PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Annual IDCW Option,0.0,PGIM India Mutual Fund
152122,-,-,PGIM India Money Market Fund - Segregated Portfolio 1 - Regular plan - Growth option,0.0,PGIM India Mutual Fund
152119,-,-,PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Monthly IDCW option,0.0,PGIM India Mutual Fund
152121,-,-,PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Quarterly IDCW Option,0.0,PGIM India Mutual Fund
119821,INF200K01SZ5,-,SBI  SAVINGS FUND - DIRECT PLAN - GROWTH,43.2005,SBI Mutual Fund
102503,INF200K01636,-,SBI  SAVINGS FUND - REGULAR PLAN - GROWTH,40.3225,SBI Mutual Fund
119820,INF200K01SX0,INF200K01SY8,SBI Savings Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),17.1234,SBI Mutual Fund
119822,-,INF200K01SW2,SBI Savings Fund - Direct Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW),13.4895,SBI Mutual Fund
119823,INF200K01TA6,INF200K01TB4,SBI Savings Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),15.2984,SBI Mutual Fund
102504,INF200K01644,INF200K01651,SBI Savings Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),15.8992,SBI Mutual Fund
114348,-,INF200KA1K20,SBI Savings Fund - Regular Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW),13.1438,SBI Mutual Fund
102860,INF200K01669,INF200K01677,SBI Savings Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),15.0048,SBI Mutual Fund
145054,-,INF903JA1FU0,Sundaram Money Market Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.062,Sundaram Mutual Fund
145053,-,INF903JA1FW6,Sundaram Money Market Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.3782,Sundaram Mutual Fund
145050,INF903JA1FR6,-,Sundaram Money Market Fund Direct Plan - Growth,14.6639,Sundaram Mutual Fund
145051,INF903JA1FS4,-,Sundaram Money Market Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.1703,Sundaram Mutual Fund
145056,-,INF903JA1FX4,Sundaram Money Market Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.1703,Sundaram Mutual Fund
145052,INF903JA1FT2,-,Sundaram Money Market Fund Direct Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW),12.6184,Sundaram Mutual Fund
145057,-,INF903JA1FY2,Sundaram Money Market Fund Direct Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.6184,Sundaram Mutual Fund
145055,-,INF903JA1FV8,Sundaram Money Market Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.4933,Sundaram Mutual Fund
145043,-,INF903JA1FM7,Sundaram Money Market Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.062,Sundaram Mutual Fund
145048,-,INF903JA1FO3,Sundaram Money Market Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.232,Sundaram Mutual Fund
145042,INF903JA1FJ3,-,Sundaram Money Market Fund Regular Plan - Growth,14.575,Sundaram Mutual Fund
145044,INF903JA1FK1,-,Sundaram Money Market Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.149,Sundaram Mutual Fund
145049,-,INF903JA1FP0,Sundaram Money Market Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.149,Sundaram Mutual Fund
145045,INF903JA1FL9,-,Sundaram Money Market Fund Regular Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW),12.5403,Sundaram Mutual Fund
145046,-,INF903JA1FQ8,Sundaram Money Market Fund Regular Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.5403,Sundaram Mutual Fund
145047,-,INF903JA1FN5,Sundaram Money Market Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.4944,Sundaram Mutual Fund
119421,-,INF277K011C6,Tata Money Market Fund- Direct Plan - Daily Reinvestment of IDCW Option,1114.52,Tata Mutual Fund
119424,INF277K01PR6,-,Tata Money Market Fund- Direct Plan- Growth Option,4671.4144,Tata Mutual Fund
101986,-,INF277K014C0,Tata Money Market Fund- Regular Plan - Daily Reinvestment of IDCW Option,1114.52,Tata Mutual Fund
101847,INF277K01LQ7,-,Tata Money Market Fund-Regular Plan - Growth Option,4589.4181,Tata Mutual Fund
150513,INF0GCD01503,-,TRUSTMF MONEY MARKET FUND-DIRECT PLAN-GROWTH,1192.1402,Unknown AMC
150514,INF0GCD01529,INF0GCD01511,TRUSTMF MONEY MARKET FUND-DIRECT PLAN-MONTHLY IDCW,1107.8222,Unknown AMC
150511,INF0GCD01479,-,TRUSTMF MONEY MARKET FUND-REGULAR PLAN-GROWTH,1187.4447,Unknown AMC
150512,INF0GCD01495,INF0GCD01487,TRUSTMF MONEY MARKET FUND-REGULAR PLAN-MONTHLY IDCW,1103.3663,Unknown AMC
149117,INF582M01HG5,-,Union Money Market Fund - Direct Plan -  Growth Option,1231.1969,Union Mutual Fund
149123,INF582M01HK7,INF582M01HJ9,Union Money Market Fund - Direct Plan -  Monthly IDCW Option,1006.4778,Union Mutual Fund
149121,-,INF582M01HI1,Union Money Market Fund - Direct Plan -  Weekly IDCW Option,1000.2588,Union Mutual Fund
149119,-,INF582M01HH3,Union Money Market Fund - Direct Plan - Daily IDCW Option,1000.0024,Union Mutual Fund
149116,INF582M01HO9,-,Union Money Market Fund - Regular Plan -  Growth Option,1200.9701,Union Mutual Fund
149122,INF582M01HS0,INF582M01HR2,Union Money Market Fund - Regular Plan -  Monthly IDCW Option,1006.3457,Union Mutual Fund
149120,-,INF582M01HQ4,Union Money Market Fund - Regular Plan -  Weekly IDCW Option,1000.5175,Union Mutual Fund
149118,-,INF582M01HP6,Union Money Market Fund - Regular Plan - Daily IDCW Option,1002.18,Union Mutual Fund
120299,INF789F01XV6,-,UTI MMF - Direct Plan - Growth Option,3031.9589,UTI Mutual Fund
139236,INF789FA1M04,INF789FA1M12,UTI MMF - Regular Plan - Flexi Dividend Option,1159.4921,UTI Mutual Fund
112077,INF789F01PX8,-,UTI MMF - Regular Plan - Growth Option,2996.6608,UTI Mutual Fund
100724,-,INF789F01BD0,UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option,3736.3369,UTI Mutual Fund
100725,INF789F01BE8,-,UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option,2504.2061,UTI Mutual Fund
100723,INF789F01BF5,-,UTI MMF-Discontinued - Regular Plan -Growth,6924.4869,UTI Mutual Fund
134973,INF789FA1N03,INF789FA1N11,UTI Money Market Fund - Direct Plan - Annual IDCW,1799.6103,UTI Mutual Fund
120772,-,INF789F01XU8,UTI Money Market Fund - Direct Plan - Daily IDCW (Reinvestment),1030.9398,UTI Mutual Fund
143125,INF789FA1N29,INF789FA1N37,UTI Money Market Fund - Direct Plan - Flexi IDCW,1554.159,UTI Mutual Fund
135606,INF789FA1M20,INF789FA1M38,UTI Money Market Fund - Direct Plan - Fortnightly IDCW,1253.9002,UTI Mutual Fund
